Genome,Genome ID,Accession,PATRIC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1450",,,"PATRIC.313590.8.CP009301.CDS.1584292.1585584.rev","PATRIC","CDS",1584292,1585584,1293,"-","FIG00000417","PLF_326319_00000692","PGF_04792526",,430,,"O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) @ O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)","GO:0003961|O-acetylhomoserine aminocarboxypropyltransferase activity;GO:0003962|cystathionine gamma-synthase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1451",,,"PATRIC.313590.8.CP009301.CDS.1586274.1587527.fwd","PATRIC","CDS",1586274,1587527,1254,"+","FIG00000329","PLF_326319_00001004","PGF_03202156",,417,,"S-adenosylmethionine synthetase (EC 2.5.1.6)","GO:0004478|methionine adenosyltransferase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1452",,,"PATRIC.313590.8.CP009301.CDS.1587720.1588226.rev","PATRIC","CDS",1587720,1588226,507,"-","FIG00638284","PLF_326319_00002166","PGF_08225224",,168,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1453",,,"PATRIC.313590.8.CP009301.CDS.1588201.1588317.rev","PATRIC","CDS",1588201,1588317,117,"-",,"PLF_326319_00002781","PGF_01526969",,38,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1454",,,"PATRIC.313590.8.CP009301.CDS.1588328.1588948.rev","PATRIC","CDS",1588328,1588948,621,"-","FIG01956050","PLF_326319_00002347","PGF_10507057",,206,,"Integral membrane protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1455",,,"PATRIC.313590.8.CP009301.CDS.1589029.1591728.rev","PATRIC","CDS",1589029,1591728,2700,"-","FIG00652816","PLF_326319_00001979","PGF_08225224",,899,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1456",,,"PATRIC.313590.8.CP009301.CDS.1591940.1592815.rev","PATRIC","CDS",1591940,1592815,876,"-","FIG00930091","PLF_326319_00001978","PGF_08225224",,291,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1457",,,"PATRIC.313590.8.CP009301.CDS.1592881.1593708.rev","PATRIC","CDS",1592881,1593708,828,"-","FIG00650579","PLF_326319_00000042","PGF_08225224",,275,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1458",,,"PATRIC.313590.8.CP009301.CDS.1593872.1594192.rev","PATRIC","CDS",1593872,1594192,321,"-","FIG00638284","PLF_326319_00002552","PGF_01526837",,106,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1459",,,"PATRIC.313590.8.CP009301.CDS.1594392.1595930.fwd","PATRIC","CDS",1594392,1595930,1539,"+","FIG01308481","PLF_326319_00001572","PGF_02620852",,512,,"Two-component system sensor histidine kinase",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1460",,,"PATRIC.313590.8.CP009301.CDS.1595923.1596600.fwd","PATRIC","CDS",1595923,1596600,678,"+","FIG00003808","PLF_326319_00001569","PGF_07420062",,225,,"Two-component transcriptional response regulator, OmpR family",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1461",,,"PATRIC.313590.8.CP009301.CDS.1596652.1597044.rev","PATRIC","CDS",1596652,1597044,393,"-",,"PLF_326319_00001011","PGF_01526498",,130,,"SEC-independent protein translocase protein TATC",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1462",,,"PATRIC.313590.8.CP009301.CDS.1597095.1597883.fwd","PATRIC","CDS",1597095,1597883,789,"+","FIG00650154","PLF_326319_00001977","PGF_08225224",,262,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1463",,,"PATRIC.313590.8.CP009301.CDS.1597886.1598500.fwd","PATRIC","CDS",1597886,1598500,615,"+","FIG00000938","PLF_326319_00000156","PGF_00422912",,204,,"Deoxyadenosine kinase (EC 2.7.1.76) @ Deoxyguanosine kinase (EC 2.7.1.113)","GO:0004136|deoxyadenosine kinase activity;GO:0004138|deoxyguanosine kinase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1464",,,"PATRIC.313590.8.CP009301.CDS.1598625.1599143.fwd","PATRIC","CDS",1598625,1599143,519,"+","FIG00638284","PLF_326319_00001976","PGF_08225224",,172,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1465",,,"PATRIC.313590.8.CP009301.CDS.1599210.1600217.rev","PATRIC","CDS",1599210,1600217,1008,"-","FIG00638284","PLF_326319_00001975","PGF_08225224",,335,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1466",,,"PATRIC.313590.8.CP009301.CDS.1600229.1600369.fwd","PATRIC","CDS",1600229,1600369,141,"+",,"PLF_326319_00002802","PGF_01526990",,46,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1467",,,"PATRIC.313590.8.CP009301.CDS.1600332.1600862.rev","PATRIC","CDS",1600332,1600862,531,"-","FIG01349516","PLF_326319_00001717","PGF_08225224",,176,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1468",,,"PATRIC.313590.8.CP009301.CDS.1601007.1603355.rev","PATRIC","CDS",1601007,1603355,2349,"-","FIG00031504","PLF_326319_00000923","PGF_00045941",,782,,"Pyrophosphate-energized proton pump (EC 3.6.1.1)","GO:0004427|inorganic diphosphatase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1469",,,"PATRIC.313590.8.CP009301.CDS.1603626.1604153.rev","PATRIC","CDS",1603626,1604153,528,"-","FIG00000429","PLF_326319_00001346","PGF_01922063",,175,,"Inorganic pyrophosphatase (EC 3.6.1.1)","GO:0004427|inorganic diphosphatase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1470",,,"PATRIC.313590.8.CP009301.CDS.1604158.1604274.rev","PATRIC","CDS",1604158,1604274,117,"-",,"PLF_326319_00003826","PGF_01527677",,38,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1471",,,"PATRIC.313590.8.CP009301.CDS.1604293.1604421.fwd","PATRIC","CDS",1604293,1604421,129,"+",,"PLF_326319_00003758","PGF_01527609",,42,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1472",,,"PATRIC.313590.8.CP009301.CDS.1604551.1607094.rev","PATRIC","CDS",1604551,1607094,2544,"-","FIG00649581","PLF_326319_00000210","PGF_00427300",,847,,"FIG00652488: hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.137",,,"PATRIC.313590.8.CP009301.CDS.160486.161295.fwd","PATRIC","CDS",160486,161295,810,"+","FIG00678623","PLF_326319_00000193","PGF_00423762",,269,,"Dolichyl phosphate glucosyltransferase",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1473",,,"PATRIC.313590.8.CP009301.CDS.1607266.1608243.rev","PATRIC","CDS",1607266,1608243,978,"-","FIG00025527","PLF_326319_00000927","PGF_03145455",,325,,"Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)","GO:0004739|pyruvate dehydrogenase (acetyl-transferring) activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1474",,,"PATRIC.313590.8.CP009301.CDS.1608498.1609238.fwd","PATRIC","CDS",1608498,1609238,741,"+","FIG01304886","PLF_326319_00000314","PGF_05318435",,246,,"Electron transfer flavoprotein, beta subunit","GO:0006118|electron transport;GO:0009055|electron carrier activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1475",,,"PATRIC.313590.8.CP009301.CDS.1609252.1610214.fwd","PATRIC","CDS",1609252,1610214,963,"+","FIG00136866","PLF_326319_00001141","PGF_07072294",,320,,"Electron transfer flavoprotein, alpha subunit","GO:0006118|electron transport;GO:0009055|electron carrier activity;GO:0050660|FAD binding"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1476",,,"PATRIC.313590.8.CP009301.CDS.1610372.1610995.fwd","PATRIC","CDS",1610372,1610995,624,"+","FIG00574234","PLF_326319_00001716","PGF_08225224",,207,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1477",,,"PATRIC.313590.8.CP009301.CDS.1611006.1612406.fwd","PATRIC","CDS",1611006,1612406,1401,"+","FIG00003474","PLF_326319_00000689","PGF_10330358",,466,,"Nucleoside permease NupC",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1478",,,"PATRIC.313590.8.CP009301.CDS.1612602.1613906.fwd","PATRIC","CDS",1612602,1613906,1305,"+","FIG00638284","PLF_326319_00000902","PGF_02863739",,434,,"Putative outer membrane protein, probably involved in nutrient binding",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.138",,,"PATRIC.313590.8.CP009301.CDS.161353.162321.fwd","PATRIC","CDS",161353,162321,969,"+","FIG00598409","PLF_326319_00000452","PGF_06400908",,322,,"Mannose-6-phosphate isomerase (EC 5.3.1.8)","GO:0004476|mannose-6-phosphate isomerase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1479",,,"PATRIC.313590.8.CP009301.CDS.1613913.1614032.rev","PATRIC","CDS",1613913,1614032,120,"-",,"PLF_326319_00002551","PGF_01526836",,39,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1480",,,"PATRIC.313590.8.CP009301.CDS.1614069.1614893.fwd","PATRIC","CDS",1614069,1614893,825,"+","FIG00000398","PLF_326319_00001471","PGF_00056897",,274,,"Thymidylate synthase (EC 2.1.1.45)","GO:0004799|thymidylate synthase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1481",,,"PATRIC.313590.8.CP009301.CDS.1614918.1615325.fwd","PATRIC","CDS",1614918,1615325,408,"+","FIG00638284","PLF_326319_00002167","PGF_01526730",,135,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1482",,,"PATRIC.313590.8.CP009301.CDS.1615701.1616870.fwd","PATRIC","CDS",1615701,1616870,1170,"+","FIG00638284","PLF_326319_00001974","PGF_08225224",,389,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1483",,,"PATRIC.313590.8.CP009301.CDS.1616908.1617873.fwd","PATRIC","CDS",1616908,1617873,966,"+","FIG00638284","PLF_326319_00001973","PGF_06788576",,321,,"SAM-dependent methyltransferase",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1484",,,"PATRIC.313590.8.CP009301.CDS.1617919.1618200.fwd","PATRIC","CDS",1617919,1618200,282,"+","FIG01458270","PLF_326319_00002368","PGF_00065702",,93,,"Asl0060 protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1485",,,"PATRIC.313590.8.CP009301.CDS.1618283.1618576.rev","PATRIC","CDS",1618283,1618576,294,"-","FIG01528321","PLF_326319_00002349","PGF_00015610",,97,,"Isoamylase N-terminal domain protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1486",,,"PATRIC.313590.8.CP009301.CDS.1618799.1619875.rev","PATRIC","CDS",1618799,1619875,1077,"-","FIG00000001","PLF_326319_00000185","PGF_10025016",,358,,"Cysteine desulfurase (EC 2.8.1.7)","GO:0031071|cysteine desulfurase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1487",,,"PATRIC.313590.8.CP009301.CDS.1619940.1620386.fwd","PATRIC","CDS",1619940,1620386,447,"+","FIG01019789","PLF_326319_00001056","PGF_00416127",,148,,"2TM domain (pfam13239)",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1488",,,"PATRIC.313590.8.CP009301.CDS.1620383.1620865.fwd","PATRIC","CDS",1620383,1620865,483,"+","FIG00000048","PLF_326319_00000130","PGF_09348764",,160,,"Dihydrofolate reductase (EC 1.5.1.3)","GO:0004146|dihydrofolate reductase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1489",,,"PATRIC.313590.8.CP009301.CDS.1620973.1621857.fwd","PATRIC","CDS",1620973,1621857,885,"+","FIG00000319","PLF_326319_00000443","PGF_06655223",,294,,"Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)","GO:0004314|[acyl-carrier-protein] S-malonyltransferase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1490",,,"PATRIC.313590.8.CP009301.CDS.1621933.1622394.rev","PATRIC","CDS",1621933,1622394,462,"-","FIG00638284","PLF_326319_00002168","PGF_08225224",,153,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1491",,,"PATRIC.313590.8.CP009301.CDS.1622638.1623408.fwd","PATRIC","CDS",1622638,1623408,771,"+","FIG01407203","PLF_326319_00001972","PGF_03997772",,256,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1492",,,"PATRIC.313590.8.CP009301.CDS.1623465.1623704.rev","PATRIC","CDS",1623465,1623704,240,"-","FIG00638284","PLF_326319_00001715","PGF_01526550",,79,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1493",,,"PATRIC.313590.8.CP009301.CDS.1623849.1624508.fwd","PATRIC","CDS",1623849,1624508,660,"+","FIG00649589","PLF_326319_00001971","PGF_08225224",,219,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1494",,,"PATRIC.313590.8.CP009301.CDS.1624505.1625719.rev","PATRIC","CDS",1624505,1625719,1215,"-","FIG00000616","PLF_326319_00000410","PGF_10297270",,404,,"3-deoxy-D-manno-octulosonic acid transferase (EC 2.4.99.12)(EC 2.4.99.13)",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1495",,,"PATRIC.313590.8.CP009301.CDS.1625895.1627013.fwd","PATRIC","CDS",1625895,1627013,1119,"+","FIG01393078","PLF_326319_00000816","PGF_02434611",,372,,"Pleiotropic regulatory protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.139",,,"PATRIC.313590.8.CP009301.CDS.162601.163218.fwd","PATRIC","CDS",162601,163218,618,"+","FIG00638284","PLF_326319_00002123","PGF_00023326",,205,,"MarC family integral membrane protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1496",,,"PATRIC.313590.8.CP009301.CDS.1627017.1628294.fwd","PATRIC","CDS",1627017,1628294,1278,"+","FIG00483737","PLF_326319_00001625","PGF_00066885",,425,,"Xaa-Pro dipeptidase family enzyme",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1497",,,"PATRIC.313590.8.CP009301.CDS.1628400.1630361.rev","PATRIC","CDS",1628400,1630361,1962,"-","FIG00552544","PLF_326319_00000004","PGF_05667359",,653,,"Outer membrane lipoprotein omp16 precursor",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1498",,,"PATRIC.313590.8.CP009301.CDS.1630433.1631287.rev","PATRIC","CDS",1630433,1631287,855,"-","FIG00638284","PLF_326319_00000186","PGF_00427189",,284,,"FIG00650586: hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1499",,,"PATRIC.313590.8.CP009301.CDS.1631448.1636841.rev","PATRIC","CDS",1631448,1636841,5394,"-","FIG00129616","PLF_326319_00000032","PGF_00007023",,1797,,"GTP-binding protein EngA","GO:0005525|GTP binding;GO:0005622|intracellular"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.12",,,"PATRIC.313590.8.CP009301.CDS.16325.17098.fwd","PATRIC","CDS",16325,17098,774,"+","FIG01310191","PLF_326319_00000327","PGF_00424320",,257,,"Endonuclease",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.140",,,"PATRIC.313590.8.CP009301.CDS.163351.163899.fwd","PATRIC","CDS",163351,163899,549,"+","FIG00638284","PLF_326319_00002935","PGF_00215894",,182,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1500",,,"PATRIC.313590.8.CP009301.CDS.1637002.1642713.rev","PATRIC","CDS",1637002,1642713,5712,"-","FIG01961622","PLF_326319_00000032","PGF_00007023",,1903,,"GTP-binding protein EngA","GO:0005525|GTP binding;GO:0005622|intracellular"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.141",,,"PATRIC.313590.8.CP009301.CDS.163910.164746.rev","PATRIC","CDS",163910,164746,837,"-","FIG01558386","PLF_326319_00002934","PGF_01527064",,278,,"2x Universal stress protein A (2UspA)",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1501",,,"PATRIC.313590.8.CP009301.CDS.1643201.1645162.rev","PATRIC","CDS",1643201,1645162,1962,"-","FIG00552544","PLF_326319_00000004","PGF_05667359",,653,,"Outer membrane lipoprotein omp16 precursor",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1502",,,"PATRIC.313590.8.CP009301.CDS.1645234.1646088.rev","PATRIC","CDS",1645234,1646088,855,"-","FIG00638284","PLF_326319_00000186","PGF_00427189",,284,,"FIG00650586: hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1503",,,"PATRIC.313590.8.CP009301.CDS.1646249.1660549.rev","PATRIC","CDS",1646249,1660549,14301,"-","FIG01955942","PLF_326319_00002186","PGF_08225224",,4766,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.142",,,"PATRIC.313590.8.CP009301.CDS.164893.165465.fwd","PATRIC","CDS",164893,165465,573,"+","FIG00638284","PLF_326319_00002718","PGF_01526920",,190,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.143",,,"PATRIC.313590.8.CP009301.CDS.165630.167597.rev","PATRIC","CDS",165630,167597,1968,"-","FIG00658111","PLF_326319_00000399","PGF_07109475",,655,,"Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)","GO:0008551|cadmium-exporting ATPase activity;GO:0016463|zinc-exporting ATPase activity;GO:0004008|copper-exporting ATPase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1504",,,"PATRIC.313590.8.CP009301.CDS.1661701.1664319.rev","PATRIC","CDS",1661701,1664319,2619,"-","FIG00000356","PLF_326319_00001254","PGF_05340948",,872,,"DNA mismatch repair protein MutS","GO:0003677|DNA binding;GO:0003684|damaged DNA binding;GO:0005524|ATP binding;GO:0006259|DNA metabolic process;GO:0006281|DNA repair;GO:0006298|mismatch repair"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1505",,,"PATRIC.313590.8.CP009301.CDS.1664781.1667732.fwd","PATRIC","CDS",1664781,1667732,2952,"+","FIG01260980","PLF_326319_00000899","PGF_02755714",,983,,"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1506",,,"PATRIC.313590.8.CP009301.CDS.1667742.1669064.fwd","PATRIC","CDS",1667742,1669064,1323,"+","FIG00694580","PLF_326319_00000900","PGF_04922998",,440,,"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1507",,,"PATRIC.313590.8.CP009301.CDS.1669205.1672750.rev","PATRIC","CDS",1669205,1672750,3546,"-","FIG00132942","PLF_326319_00000952","PGF_09655738",,1181,,"Efflux system associated with Geranylgeranyl-PP synthase, inner membrane transporter (RND type)",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1508",,,"PATRIC.313590.8.CP009301.CDS.1672754.1673923.rev","PATRIC","CDS",1672754,1673923,1170,"-","FIG00001932","PLF_326319_00000848","PGF_02913006",,389,,"Efflux system associated with Geranylgeranyl-PP synthase, membrane fusion component",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1509",,,"PATRIC.313590.8.CP009301.CDS.1673968.1675308.rev","PATRIC","CDS",1673968,1675308,1341,"-","FIG00899065","PLF_326319_00000717","PGF_00027774",,446,,"Efflux system associated with Geranylgeranyl-PP synthase, outer membrane factor (OMF) lipoprotein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1510",,,"PATRIC.313590.8.CP009301.CDS.1675308.1675913.rev","PATRIC","CDS",1675308,1675913,606,"-","FIG00554417","PLF_326319_00001506","PGF_10321366",,201,,"Transcriptional regulator, AcrR family",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1511",,,"PATRIC.313590.8.CP009301.CDS.1676075.1677049.fwd","PATRIC","CDS",1676075,1677049,975,"+","FIG01306569","PLF_326319_00000257","PGF_02011315",,324,,"Geranylgeranyl diphosphate synthase (EC 2.5.1.29)","GO:0004311|farnesyltranstransferase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.144",,,"PATRIC.313590.8.CP009301.CDS.167642.168034.rev","PATRIC","CDS",167642,168034,393,"-","FIG00000479","PLF_326319_00001627","PGF_00067547",,130,,"Zinc uptake regulation protein Zur",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1512",,,"PATRIC.313590.8.CP009301.CDS.1677144.1678571.fwd","PATRIC","CDS",1677144,1678571,1428,"+","FIG00638284","PLF_326319_00001816","PGF_00116582",,475,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1513",,,"PATRIC.313590.8.CP009301.CDS.1678587.1679705.rev","PATRIC","CDS",1678587,1679705,1119,"-","FIG00115654","PLF_326319_00001053","PGF_00048621",,372,,"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3) / Deoxyadenosine kinase (EC 2.7.1.76) @ Deoxyguanosine kinase (EC 2.7.1.113)","GO:0003848|2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity;GO:0004136|deoxyadenosine kinase activity;GO:0004138|deoxyguanosine kinase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1514",,,"PATRIC.313590.8.CP009301.CDS.1679802.1680515.fwd","PATRIC","CDS",1679802,1680515,714,"+","FIG00002792","PLF_326319_00000912","PGF_02873160",,237,,"Putative preQ0 transporter YhhQ",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.1515",,,"PATRIC.313590.8.CP009301.CDS.1680570.1683251.fwd","PATRIC","CDS",1680570,1683251,2682,"+","FIG01536265","PLF_326319_00000714","PGF_00027703",,893,,"Outer membrane assembly protein",
