gene_id	gene_name	product	kegg_pathway
MED134_02560	unspecified	aldehyde dehydrogenase family protein	00010 Glycolysis / Gluconeogenesis [PATH:dok00010],00053 Ascorbate and aldarate metabolism [PATH:dok00053],00620 Pyruvate metabolism [PATH:dok00620],00071 Fatty acid degradation [PATH:dok00071],00561 Glycerolipid metabolism [PATH:dok00561],00280 Valine, leucine and isoleucine degradation [PATH:dok00280],00310 Lysine degradation [PATH:dok00310],00330 Arginine and proline metabolism [PATH:dok00330],00340 Histidine metabolism [PATH:dok00340],00380 Tryptophan metabolism [PATH:dok00380],00410 beta-Alanine metabolism [PATH:dok00410],00770 Pantothenate and CoA biosynthesis [PATH:dok00770],00625 Chloroalkane and chloroalkene degradation [PATH:dok00625]
MED134_02555	unspecified	hypothetical protein	unspecified
MED134_02550	unspecified	allophanate hydrolase subunit 2	unspecified
MED134_02545	unspecified	allophanate hydrolase subunit 1	unspecified
MED134_02540	unspecified	LamB/YcsF family protein	00480 Glutathione metabolism [PATH:dok00480]
MED134_02535	unspecified	Mn2+ and Fe2+ transporter of the NRAMP family	unspecified
MED134_02530	unspecified	two-component system sensor histidine kinase	unspecified
MED134_02525	chlI3	magnesium chelatase subunit ChlI	unspecified
MED134_02520	unspecified	X-Pro dipeptidyl-peptidase (S15 family)	unspecified
MED134_02515	dsbD	thiol:disulfide interchange protein DsbD precursor	unspecified
MED134_02510	unspecified	PP-loop family protein	unspecified
MED134_02505	unspecified	hypothetical protein	unspecified
MED134_02500	unspecified	propionyl-CoA carboxylase beta chain	00280 Valine, leucine and isoleucine degradation [PATH:dok00280]
MED134_02495	unspecified	hypothetical protein	unspecified
MED134_02490	unspecified	sodium:alanine symporter family protein	unspecified
MED134_02485	topI	DNA topoisomerase I	unspecified
MED134_02480	purC	phosphoribosylaminoimidazolesuccinocarboxamidesy nthase	00230 Purine metabolism [PATH:dok00230]
MED134_02475	phoH	phosphate starvation-inducible protein, PhoH	unspecified
MED134_02470	unspecified	hypothetical protein	unspecified
MED134_02465	unspecified	hypothetical protein	unspecified
MED134_02460	unspecified	regulatory helix-turn-helix protein, AraC family	unspecified
MED134_02455	unspecified	heme oxygenase	unspecified
MED134_02450	unspecified	two-component system response regulator	unspecified
MED134_02445	unspecified	two-component system response regulator	unspecified
MED134_02440	unspecified	two-component system sensor histidine kinase	02020 Two-component system [PATH:dok02020]
MED134_02435	unspecified	two-component system sensor histidine kinase	02020 Two-component system [PATH:dok02020],02030 Bacterial chemotaxis [PATH:dok02030]
MED134_02430	unspecified	hypothetical protein	unspecified
MED134_02425	rpoC	DNA-directed RNA polymerase beta' chain	03020 RNA polymerase [PATH:dok03020]
MED134_02420	rpoB	DNA-directed RNA polymerase beta chain	03020 RNA polymerase [PATH:dok03020]
MED134_02415	rplL	50S ribosomal protein L7/L12	03010 Ribosome [PATH:dok03010]
MED134_02410	rplJ	50S ribosomal protein L10	03010 Ribosome [PATH:dok03010]
MED134_02405	rplA	50S ribosomal protein L1	03010 Ribosome [PATH:dok03010]
MED134_02400	rplK	50S ribosomal protein L11	03010 Ribosome [PATH:dok03010]
MED134_02395	nusG	transcriptional antitermination factor NusG	unspecified
MED134_02390	secE	preprotein translocase subunit SecE	03060 Protein export [PATH:dok03060],03070 Bacterial secretion system [PATH:dok03070],02024 Quorum sensing [PATH:dok02024]
MED134_02385	tuf	translation elongation factor Tu	unspecified
MED134_02380	unspecified	sigma-54 modulation protein	unspecified
MED134_02375	unspecified	phage integrase family protein	unspecified
MED134_02370	rpsU	30S ribosomal protein S21	03010 Ribosome [PATH:dok03010]
MED134_02365	unspecified	acyl-CoA dehydrogenase	00071 Fatty acid degradation [PATH:dok00071],00280 Valine, leucine and isoleucine degradation [PATH:dok00280]
MED134_02360	unspecified	hypothetical protein	unspecified
MED134_02355	dagA	sodium:alanine symporter family protein	unspecified
MED134_02350	unspecified	potassium uptake protein TrkA	unspecified
MED134_02345	unspecified	hypothetical protein	unspecified
MED134_02340	recQ1	ATP-dependent DNA helicase RecQ	03018 RNA degradation [PATH:dok03018]
MED134_02335	unspecified	sugar isomerase	00540 Lipopolysaccharide biosynthesis [PATH:dok00540]
MED134_02330	tatC	Sec-independent protein translocase protein (TatC)	03060 Protein export [PATH:dok03060],03070 Bacterial secretion system [PATH:dok03070]
MED134_02325	unspecified	carboxymuconolactone decarboxylase family protein	unspecified
MED134_02320	unspecified	ABC transporter, ATP-binding protein	02010 ABC transporters [PATH:dok02010]
MED134_02315	unspecified	hypothetical protein	unspecified
MED134_02310	unspecified	hypothetical protein	unspecified
MED134_02305	unspecified	phospholipase	unspecified
MED134_02295	unspecified	two-component system sensor histidine kinase	unspecified
MED134_02290	unspecified	two-component system response regulator, LytR/AlgR family	unspecified
MED134_02285	folE3	GTP cyclohydrolase I	00790 Folate biosynthesis [PATH:dok00790]
MED134_02275	cysS	cysteine-tRNA ligase	00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]
MED134_02270	unspecified	hypothetical protein	unspecified
MED134_02265	lgt	prolipoprotein diacylglyceryl transferase	unspecified
MED134_02260	unspecified	hypothetical protein	unspecified
MED134_02255	unspecified	hypothetical protein	unspecified
MED134_02250	rpmG	50S ribosomal protein L33	03010 Ribosome [PATH:dok03010]
MED134_02245	rpmB	50S ribosomal protein L28	03010 Ribosome [PATH:dok03010]
MED134_02240	cinA	CinA-like protein	00760 Nicotinate and nicotinamide metabolism [PATH:dok00760]
MED134_02235	unspecified	hypothetical protein	unspecified
MED134_02230	unspecified	fumarylacetoacetate (FAA) hydrolase family protein	unspecified
MED134_02225	dnaQ	DNA polymerase III, epsilon subunit	03030 DNA replication [PATH:dok03030],03430 Mismatch repair [PATH:dok03430],03440 Homologous recombination [PATH:dok03440]
MED134_02220	unspecified	hypothetical protein	unspecified
MED134_02215	unspecified	hypothetical protein	unspecified
MED134_02210	unspecified	pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component	00020 Citrate cycle (TCA cycle) [PATH:dok00020],00310 Lysine degradation [PATH:dok00310],00380 Tryptophan metabolism [PATH:dok00380],00785 Lipoic acid metabolism [PATH:dok00785]
MED134_02205	unspecified	glycosyl transferase family 2	unspecified
MED134_02200	recR	recombination protein RecR	03440 Homologous recombination [PATH:dok03440]
MED134_02195	pcm	protein-L-isoaspartate(D-aspartate) O-methyltransferase	unspecified
MED134_02190	unspecified	oxidoreductase, Gfo/Idh/MocA family	unspecified
MED134_02185	unspecified	3-hydroxyacyl-CoA dehydrogenase	00650 Butanoate metabolism [PATH:dok00650],00360 Phenylalanine metabolism [PATH:dok00360],00362 Benzoate degradation [PATH:dok00362]
MED134_02180	unspecified	hypothetical protein	unspecified
MED134_02175	unspecified	alanine racemase domain-containing protein	unspecified
MED134_02170	unspecified	exonuclease family protein	03030 DNA replication [PATH:dok03030],03430 Mismatch repair [PATH:dok03430],03440 Homologous recombination [PATH:dok03440]
MED134_02165	unspecified	potassium voltage-gated channel	unspecified
MED134_02160	miaA	tRNA dimethylallyltransferase	unspecified
MED134_02155	unspecified	two-component system response regulator	unspecified
MED134_02150	unspecified	two-component system sensor histidine kinase	02020 Two-component system [PATH:dok02020]
MED134_02145	coaE	dephospho-CoA kinase	00770 Pantothenate and CoA biosynthesis [PATH:dok00770]
MED134_02140	unspecified	hypothetical protein	unspecified
MED134_02135	unspecified	glycosyl transferase family 2	unspecified
MED134_02130	fabI	enoyl-[acyl-carrier-protein] reductase (NADH)	00061 Fatty acid biosynthesis [PATH:dok00061],00780 Biotin metabolism [PATH:dok00780]
MED134_02125	recN	DNA repair protein RecN	unspecified
MED134_02120	unspecified	hypothetical protein	unspecified
MED134_02115	unspecified	CoA biosynthesis bifunctional protein	00770 Pantothenate and CoA biosynthesis [PATH:dok00770]
MED134_02110	rpoZ	DNA-directed RNA polymerase, omega subunit	unspecified
MED134_02105	unspecified	hypothetical protein	unspecified
MED134_02100	dapA1	dihydrodipicolinate synthase	00300 Lysine biosynthesis [PATH:dok00300],00261 Monobactam biosynthesis [PATH:dok00261]
MED134_02095	unspecified	hypothetical protein	unspecified
MED134_02090	unspecified	5'-nucleotidase	unspecified
MED134_02085	unspecified	calcineurin-like phosphoesterase	00230 Purine metabolism [PATH:dok00230],00240 Pyrimidine metabolism [PATH:dok00240],00760 Nicotinate and nicotinamide metabolism [PATH:dok00760]
MED134_02080	unspecified	hypothetical protein	unspecified
MED134_02075	ligA	DNA ligase (NAD(+))	03030 DNA replication [PATH:dok03030],03410 Base excision repair [PATH:dok03410],03420 Nucleotide excision repair [PATH:dok03420],03430 Mismatch repair [PATH:dok03430]
MED134_02070	unspecified	MIP family channel protein	unspecified
MED134_02065	unspecified	UPF0717 protein	unspecified
MED134_02060	hemK	methyltransferase, HemK family	unspecified
MED134_16069	unspecified	GCN5-related N-acetyltransferase	unspecified
MED134_02050	ribD	riboflavin biosynthesis protein RibD	00740 Riboflavin metabolism [PATH:dok00740],02024 Quorum sensing [PATH:dok02024]
MED134_02045	unspecified	hypothetical protein	unspecified
MED134_02040	unspecified	hypothetical protein	unspecified
MED134_02035	unspecified	hexapeptide transferase family protein	unspecified
MED134_02030	unspecified	hypothetical protein	unspecified
MED134_02025	unspecified	hypothetical protein	unspecified
MED134_02020	unspecified	transcriptional regulator PadR-like family	unspecified
MED134_02015	unspecified	transcriptional regulator	unspecified
MED134_02010	unspecified	hypothetical protein	unspecified
MED134_02005	unspecified	hypothetical protein	unspecified
MED134_02000	unspecified	HTH-type transcriptional regulator	unspecified
MED134_01995	unspecified	hypothetical protein	unspecified
MED134_01990	pspA	PspA/IM30 family protein	unspecified
MED134_01985	unspecified	hypothetical protein	unspecified
MED134_01980	unspecified	hypothetical protein	unspecified
MED134_01975	unspecified	hypothetical protein	unspecified
MED134_01970	unspecified	pyridine nucleotide-disulfide oxidoreductase	00450 Selenocompound metabolism [PATH:dok00450]
MED134_01965	unspecified	glucose/sorbosone dehydrogenase	unspecified
MED134_01960	unspecified	cytochrome c	unspecified
MED134_01955	unspecified	hypothetical protein	unspecified
MED134_01950	parA	ATPase, ParA family	unspecified
MED134_01945	parB	chromosome partitioning protein parB	unspecified
MED134_01940	unspecified	hypothetical protein	unspecified
MED134_01935	dapB	dihydrodipicolinate reductase	00300 Lysine biosynthesis [PATH:dok00300],00261 Monobactam biosynthesis [PATH:dok00261]
MED134_01930	lepB	signal peptidase I	03060 Protein export [PATH:dok03060]
MED134_01925	unspecified	WbqC-like protein family	unspecified
MED134_01920	unspecified	endonuclease/exonuclease/phosphatase family protein	unspecified
MED134_01915	unspecified	rhomboid family protein	unspecified
MED134_01910	unspecified	rhomboid family protein	unspecified
MED134_01905	mutL	DNA mismatch repair protein MutL	03430 Mismatch repair [PATH:dok03430]
MED134_01900	unspecified	hypothetical protein	unspecified
MED134_01895	ribH	riboflavin synthase beta chain	00740 Riboflavin metabolism [PATH:dok00740]
MED134_01890	unspecified	hypothetical protein	unspecified
MED134_01885	recF	DNA replication and repair protein RecF	03440 Homologous recombination [PATH:dok03440]
MED134_01880	unspecified	hypothetical protein	unspecified
MED134_01875	unspecified	hypothetical protein	unspecified
MED134_01870	argS	arginine-tRNA ligase	00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]
MED134_01865	unspecified	hypothetical protein	unspecified
MED134_01860	unspecified	hypothetical protein	unspecified
MED134_01855	unspecified	transcriptional regulator	unspecified
MED134_01850	unspecified	hypothetical protein	unspecified
MED134_01845	unspecified	pyridine nucleotide-disulfide oxidoreductase	00450 Selenocompound metabolism [PATH:dok00450]
MED134_01840	trkH	potassium uptake protein TrkH	unspecified
MED134_01835	trkA	potassium uptake protein	unspecified
MED134_16114	ubiE	Demethylmenaquinone methyltransferase	00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:dok00130]
MED134_01825	unspecified	hypothetical protein	unspecified
MED134_01820	unspecified	SpoU rRNA methylase family protein	unspecified
MED134_01815	unspecified	hypothetical protein	unspecified
MED134_01810	fbaA	fructose-bisphosphate aldolase, class II	00010 Glycolysis / Gluconeogenesis [PATH:dok00010],00030 Pentose phosphate pathway [PATH:dok00030],00051 Fructose and mannose metabolism [PATH:dok00051],00680 Methane metabolism [PATH:dok00680]
MED134_01805	accD	acetyl-CoA carboxylase carboxyl transferase subunit beta	00620 Pyruvate metabolism [PATH:dok00620],00640 Propanoate metabolism [PATH:dok00640],00061 Fatty acid biosynthesis [PATH:dok00061]
MED134_01800	unspecified	polyprenyl synthetase	00900 Terpenoid backbone biosynthesis [PATH:dok00900]
MED134_01795	unspecified	hypothetical protein	unspecified
MED134_01790	unspecified	radical SAM superfamily protein	unspecified
MED134_01785	unspecified	aminotransferase class-V	00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630],00680 Methane metabolism [PATH:dok00680],00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250],00260 Glycine, serine and threonine metabolism [PATH:dok00260]
MED134_01780	aceA	isocitrate lyase	00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630]
MED134_01775	aceB	malate synthase	00620 Pyruvate metabolism [PATH:dok00620],00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630]
MED134_01765	unspecified	DNA binding helix-turn helix protein	unspecified
MED134_01760	queA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	unspecified
MED134_16129	unspecified	3-phosphoshikimate 1-carboxyvinyltransferase	00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:dok00400]
MED134_01725	unspecified	MazG nucleotide pyrophosphohydrolase domain protein	unspecified
MED134_01720	unspecified	hypothetical protein	unspecified
MED134_01715	unspecified	hypothetical protein	unspecified
MED134_01710	unspecified	hypothetical protein	unspecified
MED134_01705	unspecified	hypothetical protein	unspecified
MED134_01700	dtd	D-tyrosyl-tRNA(Tyr) deacylase	unspecified
MED134_01695	unspecified	putative GTPase	00730 Thiamine metabolism [PATH:dok00730]
MED134_01690	unspecified	hypothetical protein	unspecified
MED134_01685	unspecified	3-deoxy-7-phosphoheptulonate synthase/chorismate mutase type II	00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:dok00400]
MED134_01680	pheA1	prephenate dehydrogenase	00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:dok00400],00401 Novobiocin biosynthesis [PATH:dok00401]
MED134_01675	unspecified	aminotransferase	00300 Lysine biosynthesis [PATH:dok00300]
MED134_01670	pheA3	prephenate dehydratase	00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:dok00400]
MED134_01665	gldA	gliding motility protein GldA	unspecified
MED134_01660	unspecified	hypothetical protein	unspecified
